Hotel Name,Score,Distance to Center,Price,Taxes and Fees,Total Price,Nights and Adults,Card Deal,Stars,Subway Access,Neighborhood,Room Type,Bed Type,Cancellation Policy,Payment Policy,Review Class,Number of Reviews,Date of search,Checkin,Checkout
W New York - Times Square,7.7,1.0,1385,396,1781.0,"5 nights,2 adults",,4,True,Manhattan,"Wonderful Guest room, 1 King, City view",1 king bed,,,Good,1410 ,2024-06-17,2024-06-18,2024-06-23
Virgin Hotels New York City,8.4,2.5,1385,412,1797.0,"5 nights,2 adults",,4,True,NoMad,Chamber King,1 king bed,,,Very Good,999 ,2024-06-17,2024-06-18,2024-06-23
Hotel 48LEX New York,7.7,1.6,1167,486,1653.0,"5 nights,2 adults",,4,True,Midtown East,Queen Studio,Entire studio•1 bathroom•29m²,,,Good,384 ,2024-06-17,2024-06-18,2024-06-23
Courtyard by Marriott Times Square West,8.2,1.8,1189,193,1382.0,"5 nights,2 adults",,3,True,Hell's Kitchen,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2790 ,2024-06-17,2024-06-18,2024-06-23
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,1021,283,1304.0,"5 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Good,3050 ,2024-06-17,2024-06-18,2024-06-23
Roxy Hotel New York,8.5,5.8,359,102,461.0,"1 night,2 adults",,4,True,Tribeca,Roxy King,1 king bed,,,Very Good,1248 ,2024-06-17,2024-06-19,2024-06-20
Renaissance New York Chelsea Hotel,8.0,2.8,359,91,450.0,"1 night,2 adults",,4,True,Chelsea,"Guest room, 2 Double",2 full beds,,,Very Good,897 ,2024-06-17,2024-06-19,2024-06-20
Hyatt Place New York City/Times Square,7.6,1.7,179,30,209.0,"1 night,2 adults",,4,True,Hell's Kitchen,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,21671 ,2024-06-17,2024-06-19,2024-06-20
Home2 Suites By Hilton New York Times Square,7.7,1.0,259,44,303.0,"1 night,2 adults",,3,True,Manhattan,Corner Queen Room with Roll-In Shower - Mobility Access,1 queen bed,,,Good,669 ,2024-06-17,2024-06-19,2024-06-20
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,8.5,6.9,170,59,229.0,"1 night,2 adults",,4,True,Manhattan,King Studio,Entire studio•1 bathroom•25m²,,,Very Good,1696 ,2024-06-17,2024-06-19,2024-06-20
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,135,52,187.0,"1 night,2 adults",,3,True,Manhattan,Deluxe Double Room - Non Smoking,1 full bed,,,Very Good,739 ,2024-06-17,2024-06-19,2024-06-20
Pod Times Square,8.1,1.4,149,48,197.0,"1 night,2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22287 ,2024-06-17,2024-06-19,2024-06-20
Hyatt Place NYC Chelsea,7.9,2.8,199,33,232.0,"1 night,2 adults",,4,True,Chelsea,King Room with Roll-In Shower - Disability Access,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,15569 ,2024-06-17,2024-06-19,2024-06-20
M Social Hotel Times Square New York,8.4,0.6,199,73,272.0,"1 night,2 adults",,4,True,Manhattan,Social City View King,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,10888 ,2024-06-17,2024-06-19,2024-06-20
Hyatt Herald Square New York,8.0,2.4,169,57,226.0,"1 night,2 adults",Getaway Deal,4,True,NoMad,King Room with Accessible Shower - Disability Access,1 king bed,,,Very Good,1336 ,2024-06-17,2024-06-19,2024-06-20
"The New Yorker, A Wyndham Hotel",7.7,2.0,159,60,219.0,"1 night,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,,,Good,15276 ,2024-06-17,2024-06-19,2024-06-20
Courtyard by Marriott Times Square West,8.2,1.8,191,32,223.0,"1 night,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2790 ,2024-06-17,2024-06-19,2024-06-20
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,155,49,204.0,"1 night,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-06-17,2024-06-19,2024-06-20
"Holiday Inn Lower East Side, an IHG Hotel",8.0,5.6,129,23,152.0,"1 night,2 adults",,4,True,Lower East Side,Standard King Room - Mid Floor,1 king bed,,,Very Good,1184 ,2024-06-17,2024-06-19,2024-06-20
Four Points by Sheraton New York Downtown,7.3,7.0,149,25,174.0,"1 night,2 adults",,3,True,Manhattan,"Guest room, 1 Queen",1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,2304 ,2024-06-17,2024-06-19,2024-06-20
"Holiday Inn New York City - Times Square, an IHG Hotel",7.7,1.6,159,27,186.0,"1 night,2 adults",,3,True,Hell's Kitchen,Standard Room,1 full bed,,,Good,2056 ,2024-06-17,2024-06-19,2024-06-20
Delta Hotels by Marriott New York Times Square,7.7,1.6,189,31,220.0,"1 night,2 adults",,4,True,Hell's Kitchen,Double Room with Two Double Beds,2 full beds,,,Good,2702 ,2024-06-17,2024-06-19,2024-06-20
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,199,33,232.0,"1 night,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,,,Very Good,4528 ,2024-06-17,2024-06-19,2024-06-20
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,159,27,186.0,"1 night,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Good,3518 ,2024-06-17,2024-06-19,2024-06-20
Executive Hotel Le Soleil New York,8.4,2.0,199,58,257.0,"1 night,2 adults",,4,True,Manhattan,Executive Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4052 ,2024-06-17,2024-06-19,2024-06-20
AC Hotel by Marriott New York Downtown,8.5,7.2,179,30,209.0,"1 night,2 adults",,4,True,Manhattan,King Guest Room - One King Bed - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-06-19,2024-06-20
Leon Hotel LES,8.0,5.9,122,56,178.0,"1 night,2 adults",,3,True,Lower East Side,Deluxe King Room,1 king bed,,,Very Good,2308 ,2024-06-17,2024-06-19,2024-06-20
Arlo Midtown,8.7,1.7,197,67,264.0,"1 night,2 adults",,4,True,Hell's Kitchen,Superior King Room,1 king bed,Free cancellation,,Excellent,5908 ,2024-06-17,2024-06-19,2024-06-20
The Pearl Hotel,8.6,0.8,199,67,266.0,"1 night,2 adults",,4,True,Manhattan,Superior Queen Room,1 queen bed,Free cancellation,,Excellent,1915 ,2024-06-17,2024-06-19,2024-06-20
Pod 39,8.1,2.1,159,50,209.0,"1 night,2 adults",,3,True,Murray Hill,Bunk Pod,2 twin beds,,,Very Good,11521 ,2024-06-17,2024-06-19,2024-06-20
La Quinta by Wyndham Time Square South,8.3,1.7,195,54,249.0,"1 night,2 adults",,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,,,Very Good,3956 ,2024-06-17,2024-06-19,2024-06-20
Millennium Hotel Broadway Times Square,7.3,1.3,179,64,243.0,"1 night,2 adults",,4,True,Manhattan,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,7723 ,2024-06-17,2024-06-19,2024-06-20
"Holiday Inn Lower East Side, an IHG Hotel",8.0,5.6,356,59,415.0,"2 nights,2 adults",Limited-time Deal,4,True,Lower East Side,Standard Room,Multiple bed types,,,Very Good,1184 ,2024-06-17,2024-06-19,2024-06-21
Renaissance New York Chelsea Hotel,8.0,2.8,658,173,831.0,"2 nights,2 adults",,4,True,Chelsea,"Guest room, 2 Double",2 full beds,,,Very Good,897 ,2024-06-17,2024-06-19,2024-06-21
Roxy Hotel New York,8.5,5.8,718,205,923.0,"2 nights,2 adults",,4,True,Tribeca,Roxy King,1 king bed,,,Very Good,1248 ,2024-06-17,2024-06-19,2024-06-21
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,7.8,2.6,558,89,647.0,"2 nights,2 adults",,3,True,Chelsea,Double Room with Two Double Beds,2 full beds,,,Good,1000 ,2024-06-17,2024-06-19,2024-06-21
Hyatt Place New York City/Times Square,7.6,1.7,378,63,441.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,21671 ,2024-06-17,2024-06-19,2024-06-21
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,280,106,386.0,"2 nights,2 adults",,3,True,Manhattan,Queen Room - Non Smoking,1 queen bed,,,Very Good,739 ,2024-06-17,2024-06-19,2024-06-21
Hyatt Place NYC Chelsea,7.9,2.8,398,66,464.0,"2 nights,2 adults",,4,True,Chelsea,King Room with Roll-In Shower - Disability Access,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,15569 ,2024-06-17,2024-06-19,2024-06-21
M Social Hotel Times Square New York,8.4,0.6,370,142,512.0,"2 nights,2 adults",,4,True,Manhattan,Social City View King,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,10888 ,2024-06-17,2024-06-19,2024-06-21
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,8.5,6.9,349,120,469.0,"2 nights,2 adults",,4,True,Manhattan,King Studio,Entire studio•1 bathroom•25m²,,,Very Good,1696 ,2024-06-17,2024-06-19,2024-06-21
Delta Hotels by Marriott New York Times Square,7.7,1.6,348,58,406.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Double Room with Two Double Beds,2 full beds,,,Good,2702 ,2024-06-17,2024-06-19,2024-06-21
Pod Times Square,8.1,1.4,298,97,395.0,"2 nights,2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22287 ,2024-06-17,2024-06-19,2024-06-21
Element Times Square West,7.8,1.6,338,61,399.0,"2 nights,2 adults",,4,True,Hell's Kitchen,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,7361 ,2024-06-17,2024-06-19,2024-06-21
Courtyard by Marriott Times Square West,8.2,1.8,398,66,464.0,"2 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2790 ,2024-06-17,2024-06-19,2024-06-21
La Quinta by Wyndham Time Square South,8.3,1.7,364,104,468.0,"2 nights,2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-17,2024-06-19,2024-06-21
"The New Yorker, A Wyndham Hotel",7.7,2.0,338,123,461.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,,,Good,15276 ,2024-06-17,2024-06-19,2024-06-21
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,398,66,464.0,"2 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,,,Very Good,4528 ,2024-06-17,2024-06-19,2024-06-21
Millennium Hotel Broadway Times Square,7.3,1.3,340,126,466.0,"2 nights,2 adults",,4,True,Manhattan,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,7723 ,2024-06-17,2024-06-19,2024-06-21
TRYP by Wyndham New York City Times Square - Midtown,7.2,1.9,279,103,382.0,"2 nights,2 adults",Getaway Deal,4,True,Hell's Kitchen,King Room,Multiple bed types,Free cancellation,No prepayment needed– pay at the property,Good,2987 ,2024-06-17,2024-06-19,2024-06-21
AC Hotel by Marriott New York Downtown,8.5,7.2,378,63,441.0,"2 nights,2 adults",,4,True,Manhattan,King Guest Room - One King Bed - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-06-19,2024-06-21
DoubleTree by Hilton Hotel New York City - Chelsea,7.3,2.5,358,60,418.0,"2 nights,2 adults",,4,True,Chelsea,Queen Room with Roll-In Shower - Mobility Access/Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,2580 ,2024-06-17,2024-06-19,2024-06-21
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,364,107,471.0,"2 nights,2 adults",,3,True,Chelsea,Standard King Room with Mobility Accessible Tub,1 king bed,,,Good,3909 ,2024-06-17,2024-06-19,2024-06-21
"Holiday Inn Express - Wall Street, an IHG Hotel",7.0,7.3,304,86,390.0,"2 nights,2 adults",,3,True,Manhattan,Standard Room,1 king bed,,,Good,1957 ,2024-06-17,2024-06-19,2024-06-21
"Holiday Inn New York City - Times Square, an IHG Hotel",7.7,1.6,358,60,418.0,"2 nights,2 adults",,3,True,Hell's Kitchen,Standard Room,1 full bed,,,Good,2056 ,2024-06-17,2024-06-19,2024-06-21
Executive Hotel Le Soleil New York,8.4,2.0,407,117,524.0,"2 nights,2 adults",,4,True,Manhattan,Executive Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4052 ,2024-06-17,2024-06-19,2024-06-21
The Belvedere Hotel,8.0,0.9,338,107,445.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Standard King Room,1 king bed,Free cancellation,,Very Good,5642 ,2024-06-17,2024-06-19,2024-06-21
Motto By Hilton New York City Times Square,8.2,1.0,378,133,511.0,"2 nights,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,431 ,2024-06-17,2024-06-19,2024-06-21
Hilton Garden Inn New York Times Square South,8.1,1.8,438,72,510.0,"2 nights,2 adults",,3,True,Hell's Kitchen,King Room - Hearing Access,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4289 ,2024-06-17,2024-06-19,2024-06-21
"Holiday Inn Lower East Side, an IHG Hotel",8.0,5.6,642,105,747.0,"3 nights, 2 adults",Limited-time Deal,4,True,Lower East Side,Standard Room,Multiple bed types,,,Very Good,1184 ,2024-06-17,2024-06-19,2024-06-22
"Martinique New York on Broadway, Curio Collection by Hilton",8.1,2.3,943,287,1230.0,"3 nights, 2 adults",,4,True,Manhattan,Double Room,1 full bed,,,Very Good,869 ,2024-06-17,2024-06-19,2024-06-22
M Social Hotel Times Square New York,8.4,0.6,591,218,809.0,"3 nights, 2 adults",,4,True,Manhattan,Social City View King,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,10888 ,2024-06-17,2024-06-19,2024-06-22
Hyatt Place NYC Chelsea,7.9,2.8,617,102,719.0,"3 nights, 2 adults",,4,True,Chelsea,King Room with Roll-In Shower - Disability Access,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,15569 ,2024-06-17,2024-06-19,2024-06-22
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,8.5,6.9,553,184,737.0,"3 nights, 2 adults",,4,True,Manhattan,King Studio,Entire studio•1 bathroom•25m²,,,Very Good,1696 ,2024-06-17,2024-06-19,2024-06-22
"The New Yorker, A Wyndham Hotel",7.7,2.0,475,180,655.0,"3 nights, 2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,,,Good,15276 ,2024-06-17,2024-06-19,2024-06-22
La Quinta by Wyndham Time Square South,8.3,1.7,574,160,734.0,"3 nights, 2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-17,2024-06-19,2024-06-22
Hyatt Place New York City/Times Square,7.6,1.7,637,104,741.0,"3 nights, 2 adults",,4,True,Hell's Kitchen,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,21671 ,2024-06-17,2024-06-19,2024-06-22
Delta Hotels by Marriott New York Times Square,7.7,1.6,597,99,696.0,"3 nights, 2 adults",,4,True,Hell's Kitchen,King Room,1 king bed,,,Good,2702 ,2024-06-17,2024-06-19,2024-06-22
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,568,94,662.0,"3 nights, 2 adults",,3,True,Manhattan,King Room,1 king bed,,,Good,3518 ,2024-06-17,2024-06-19,2024-06-22
Carnegie Hotel,8.6,0.4,690,198,888.0,"3 nights, 2 adults",,4,True,Manhattan,Superior Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Excellent,2074 ,2024-06-17,2024-06-19,2024-06-22
The Belvedere Hotel,8.0,0.9,515,161,676.0,"3 nights, 2 adults",,4,True,Hell's Kitchen,Standard King Room,1 king bed,Free cancellation,,Very Good,5642 ,2024-06-17,2024-06-19,2024-06-22
Millennium Hotel Broadway Times Square,7.3,1.3,541,194,735.0,"3 nights, 2 adults",,4,True,Manhattan,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,7723 ,2024-06-17,2024-06-19,2024-06-22
Pod Times Square,8.1,1.4,497,153,650.0,"3 nights, 2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22287 ,2024-06-17,2024-06-19,2024-06-22
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,637,104,741.0,"3 nights, 2 adults",,4,True,Manhattan,Standard King Room,1 king bed,,,Very Good,4528 ,2024-06-17,2024-06-19,2024-06-22
Element Times Square West,7.8,1.6,577,102,679.0,"3 nights, 2 adults",,4,True,Hell's Kitchen,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,7361 ,2024-06-17,2024-06-19,2024-06-22
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,7.4,1.9,598,99,697.0,"3 nights, 2 adults",,3,True,Manhattan,King Room,1 king bed,,,Good,586 ,2024-06-17,2024-06-19,2024-06-22
"Crowne Plaza Times Square Manhattan, an IHG Hotel",7.8,0.9,692,233,925.0,"3 nights, 2 adults",,4,True,Manhattan,Traditional King Room,1 king bed,,,Good,6828 ,2024-06-17,2024-06-19,2024-06-22
"Holiday Inn Express - Times Square, an IHG Hotel",6.3,1.6,502,136,638.0,"3 nights, 2 adults",,3,True,Hell's Kitchen,Double Room with Roll-In Shower - Hearing Accessible,1 queen bed,,,Review score,2747 ,2024-06-17,2024-06-19,2024-06-22
MOXY NYC Times Square,8.1,1.9,597,202,799.0,"3 nights, 2 adults",,4,True,Manhattan,Double Room,1 full bed,,,Very Good,7327 ,2024-06-17,2024-06-19,2024-06-22
Motto By Hilton New York City Times Square,8.2,1.0,616,206,822.0,"3 nights, 2 adults",,3,True,Manhattan,Queen Room - Hearing Accessible,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,431 ,2024-06-17,2024-06-19,2024-06-22
Hilton Garden Inn New York Times Square South,8.1,1.8,693,113,806.0,"3 nights, 2 adults",,3,True,Hell's Kitchen,King Room - Hearing Access,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4289 ,2024-06-17,2024-06-19,2024-06-22
Courtyard by Marriott Times Square West,8.2,1.8,686,112,798.0,"3 nights, 2 adults",,3,True,Hell's Kitchen,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2790 ,2024-06-17,2024-06-19,2024-06-22
Hotel 48LEX New York,7.7,1.6,629,281,910.0,"3 nights, 2 adults",,4,True,Midtown East,Queen Studio,Entire studio•1 bathroom•29m²,,,Good,384 ,2024-06-17,2024-06-19,2024-06-22
Executive Hotel Le Soleil New York,8.4,2.0,691,188,879.0,"3 nights, 2 adults",,4,True,Manhattan,Executive Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4052 ,2024-06-17,2024-06-19,2024-06-22
Hyatt Centric Midtown 5th Avenue New York,8.1,1.9,737,234,971.0,"3 nights, 2 adults",,4,True,Manhattan,King Room with Roll-In Shower - Disability Access,1 king bed,,,Very Good,777 ,2024-06-17,2024-06-19,2024-06-22
Roxy Hotel New York,8.5,5.8,1646,440,2086.0,"4 nights,2 adults",,4,True,Tribeca,Deluxe King Room,1 king bed,,,Very Good,1248 ,2024-06-17,2024-06-19,2024-06-23
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,8.5,6.9,932,274,1206.0,"4 nights,2 adults",,4,True,Manhattan,King Studio,Entire studio•1 bathroom•25m²,,,Very Good,1696 ,2024-06-17,2024-06-19,2024-06-23
Hyatt Place NYC Chelsea,7.9,2.8,996,161,1157.0,"4 nights,2 adults",,4,True,Chelsea,King Room with Roll-In Shower - Disability Access,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,15569 ,2024-06-17,2024-06-19,2024-06-23
The St. Regis New York,8.7,1.0,3852,774,4626.0,"4 nights,2 adults",,5,True,Midtown East,Superior King Room - Butler Service,1 king bed,Free cancellation,No prepayment needed– pay at the property,Excellent,140 ,2024-06-17,2024-06-19,2024-06-23
M Social Hotel Times Square New York,8.4,0.6,1067,332,1399.0,"4 nights,2 adults",,4,True,Manhattan,Social City View King,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,10888 ,2024-06-17,2024-06-19,2024-06-23
Pod Times Square,8.1,1.4,736,214,950.0,"4 nights,2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22287 ,2024-06-17,2024-06-19,2024-06-23
Hyatt Place New York City/Times Square,7.6,1.7,1016,164,1180.0,"4 nights,2 adults",,4,True,Hell's Kitchen,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,21671 ,2024-06-17,2024-06-19,2024-06-23
"The New Yorker, A Wyndham Hotel",7.7,2.0,820,268,1088.0,"4 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,,,Good,15276 ,2024-06-17,2024-06-19,2024-06-23
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,926,151,1077.0,"4 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,,,Very Good,4528 ,2024-06-17,2024-06-19,2024-06-23
Millennium Hotel Broadway Times Square,7.3,1.3,864,279,1143.0,"4 nights,2 adults",,4,True,Manhattan,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,7723 ,2024-06-17,2024-06-19,2024-06-23
Hyatt Grand Central New York,7.3,1.9,901,333,1234.0,"4 nights,2 adults",Getaway Deal,4,True,Midtown East,King Room,1 king bed,,,Good,2626 ,2024-06-17,2024-06-19,2024-06-23
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,882,144,1026.0,"4 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Good,3518 ,2024-06-17,2024-06-19,2024-06-23
NH Collection New York Madison Avenue,8.3,2.0,1340,372,1712.0,"4 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-17,2024-06-19,2024-06-23
